Segment_ID,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10
1023927094,0,0,0,0,0,0,0,0,0,0
1024265947,0,0,0,0,0,0,0,0,0,0
1024522044,0,60001,0,0,0,0,0,60001,0,0
1024855809,0,0,0,0,0,0,0,0,0,0
1025401939,0,0,0,0,60001,0,0,0,0,0
1025870964,0,0,0,0,0,0,0,0,0,0
1026930172,0,0,0,0,60001,0,0,0,0,0
1027307874,0,0,0,0,0,0,0,0,0,0
1027457977,0,0,0,0,0,0,0,0,0,0
1028325789,0,0,0,0,0,0,0,0,0,0
1028350709,0,0,0,0,0,0,0,0,0,0
1028796869,0,0,0,0,0,0,0,0,0,0
1028829115,0,0,0,0,0,0,0,0,0,0
1030109165,0,0,0,0,0,0,0,0,0,0
1031098571,0,0,0,0,0,0,0,0,0,0
1031775369,0,60001,60001,0,0,0,0,0,0,0
1032429253,0,60001,0,0,0,0,0,0,0,0
1032570249,0,0,0,0,60001,0,0,0,0,0
1032987045,0,0,0,0,0,0,0,0,0,0
1033287069,0,0,60001,0,0,0,0,0,60001,0
1033677406,0,0,0,0,0,0,0,0,0,0
1033835311,0,60001,0,0,0,0,0,0,0,0
1034203889,0,0,0,0,0,0,0,0,0,0
1036403851,0,0,0,0,0,0,0,0,0,0
1037601470,0,0,0,0,0,0,0,0,0,0
1038366766,0,0,0,0,0,0,0,0,0,0
1038903770,0,0,0,0,0,0,0,0,0,0
1038918048,0,0,0,0,0,0,0,0,0,0
1039038516,0,0,0,0,0,0,0,0,0,0
1039242162,0,0,0,0,0,0,0,0,0,0
1039583299,0,0,0,0,0,0,0,0,0,0
1040017632,0,0,0,0,0,0,0,0,0,0
1040427269,0,0,0,0,0,0,0,0,0,0
1041846634,0,0,0,0,0,0,0,0,0,0
1041878888,0,0,0,0,0,0,0,0,0,0
1041963422,0,60001,0,0,0,0,0,0,0,0
1042260671,0,60001,60001,0,0,0,60001,0,0,0
1042743186,0,60001,0,0,0,0,0,60001,0,0
1042857837,0,0,0,0,0,0,0,0,0,0
1043816873,0,0,0,0,60001,0,0,0,0,0
1044404474,0,0,0,0,0,0,0,0,0,0
1044700555,0,0,0,0,60001,0,0,0,0,0
1044996306,0,0,0,0,0,0,0,0,0,0
1045737293,0,0,0,0,0,0,0,0,0,0
1046153021,0,0,0,0,0,0,0,0,0,0
1047097201,0,0,0,0,0,0,0,0,0,0
1047238065,0,0,0,0,0,0,0,0,0,0
1047698781,0,0,60001,0,0,0,0,0,0,0
1048009361,0,0,0,0,60001,0,0,0,0,0
1048073965,0,0,0,0,60001,0,0,0,0,0
1048300101,0,0,0,0,60001,0,0,0,0,0
1049186697,0,0,0,0,0,0,0,0,0,0
1049342028,0,0,0,0,0,0,0,0,0,0
104958377,0,0,0,0,60001,0,0,0,0,0
1049892705,0,0,0,0,0,0,0,0,0,0
1051215459,0,0,0,0,0,0,0,0,0,0
1051299690,0,0,0,0,0,0,0,0,0,0
1051817564,0,60001,0,0,0,0,0,60001,0,0
1052073345,0,0,0,0,0,0,0,0,0,0
1052075589,0,60001,0,0,0,0,0,60001,0,0
1052745011,0,60001,0,0,0,0,0,60001,0,0
1053043132,0,0,0,0,60001,0,0,0,0,0
1053609274,0,0,0,0,0,0,0,0,0,0
1053686121,0,0,0,0,0,0,0,0,0,0
1053927671,0,0,0,0,0,0,0,0,0,0
1054353459,0,0,60001,0,0,0,0,0,60001,0
1055093477,0,0,60001,0,0,0,0,0,0,0
1055227118,0,0,0,0,0,0,0,0,0,0
1056424078,0,0,0,0,0,0,0,0,0,0
105658810,0,60001,0,0,0,0,0,60001,0,0
1056778258,0,0,0,0,0,0,0,0,0,0
1057137462,0,60001,0,0,0,0,0,60001,0,0
1057504299,0,0,0,0,0,0,0,0,0,0
1057868450,0,60001,0,0,0,0,0,0,0,0
1058582421,0,0,0,0,0,0,0,0,0,0
1058923200,0,0,0,0,0,0,0,0,0,0
1059294461,0,0,0,0,0,0,0,0,0,0
1059381646,0,0,0,0,60001,0,0,0,0,0
1060048694,0,0,0,0,0,0,0,0,0,0
1060581218,0,0,0,0,0,0,0,0,0,0
1060632987,0,0,0,0,0,0,0,0,0,0
106078758,0,60001,0,0,0,0,0,60001,0,0
1061211936,0,0,0,0,0,0,0,0,0,0
1061556765,0,0,0,0,0,0,0,0,0,0
1061801479,0,0,60001,0,0,0,0,0,0,0
1062764986,0,0,60001,0,0,0,0,0,0,0
1063425676,0,60001,0,0,0,0,0,60001,0,0
1064794195,0,0,60001,0,0,0,0,0,60001,0
1064935255,60001,0,0,0,60001,0,0,0,0,0
1065197609,0,0,0,0,0,0,0,0,0,0
1065259888,0,0,0,0,60001,0,0,0,0,0
1065800547,0,0,0,0,0,0,0,0,0,0
1066152649,0,0,0,0,0,0,0,0,0,0
1067098395,0,60001,0,0,0,0,0,60001,0,0
1067330822,0,0,0,0,0,0,0,0,0,0
1067927661,0,0,0,0,0,0,0,0,0,0
1068033648,0,0,0,0,0,0,0,0,0,0
1068054446,0,0,0,0,0,0,0,0,0,0
1068208983,0,0,0,0,0,0,0,0,0,0
1068504383,0,0,0,0,0,0,0,0,0,0
1070060959,0,60001,0,0,0,0,0,60001,0,0
1070188655,0,0,0,0,0,0,0,0,0,0
1070784997,0,0,0,0,0,0,0,0,0,0
107081920,0,0,0,0,0,0,0,0,0,0
1070821612,0,0,0,0,0,0,0,0,0,0
1071049789,0,0,0,0,0,0,0,0,0,0
1071353921,0,0,0,0,0,0,0,0,0,0
1071748769,0,0,0,0,0,0,0,0,0,0
1071777430,0,0,0,0,0,0,0,0,0,0
1072055317,0,0,0,0,0,0,0,0,0,0
1072192149,0,0,0,0,0,0,0,0,0,0
1072732496,0,0,0,0,0,0,0,0,0,0
1073019591,0,0,0,0,0,0,0,0,0,0
1073703374,0,0,0,0,0,0,0,0,0,0
1073745213,0,0,0,0,60001,0,0,0,0,0
107400998,0,0,0,0,60001,0,0,0,0,0
1074244722,0,0,0,0,0,0,0,0,0,0
1074426665,0,0,0,0,0,0,0,0,0,0
1074671362,0,0,0,0,0,0,0,0,0,0
1075300188,0,60001,0,0,0,0,0,0,0,0
1076119752,0,0,0,0,0,0,0,0,0,0
1077334203,0,60001,0,0,0,0,0,60001,0,0
1077415466,0,0,0,0,0,0,0,0,0,0
1077594989,0,0,0,0,0,0,0,0,0,0
1078903277,0,0,0,0,0,0,0,0,0,0
1079138094,0,0,0,0,60001,0,0,0,0,0
1079334814,0,0,0,0,0,0,0,0,0,0
1079412257,0,0,0,0,0,0,0,0,0,0
1079412715,0,0,0,0,0,0,0,0,0,0
1079658754,0,0,0,0,0,0,0,0,0,0
1079693590,0,0,0,0,0,0,0,0,0,0
1079724272,0,60001,0,0,0,0,0,60001,0,0
1079740004,0,60001,0,0,0,0,0,60001,0,0
1079821584,0,0,0,0,60001,0,0,0,0,0
1080143124,0,0,0,0,0,0,0,0,0,0
108037369,0,0,0,0,0,0,0,0,0,0
108124387,0,0,0,0,0,0,0,0,0,0
108195434,0,0,0,0,60001,0,0,0,0,0
1082557979,0,0,0,0,0,0,0,0,0,0
1082824214,0,0,0,0,0,0,0,0,0,0
1083379708,0,60001,0,0,0,0,0,60001,0,0
1083668827,0,60001,0,0,0,0,0,60001,0,0
1084077028,0,0,0,0,0,0,0,0,0,0
1084739465,0,0,0,0,0,0,0,0,0,0
1084812938,0,0,0,0,0,0,0,0,0,0
1086656455,0,0,0,0,0,0,0,0,0,0
1086685621,0,0,0,0,0,0,0,0,0,0
1086942147,0,0,0,0,0,0,0,0,0,0
1087653736,0,0,0,0,0,0,0,0,0,0
1088021526,0,0,60001,0,0,0,0,0,0,0
108874736,0,60001,0,0,0,0,0,60001,0,0
1088828384,0,0,60001,0,60001,0,0,0,0,0
1089324375,0,0,0,0,0,0,0,0,0,0
1089375229,0,0,0,0,60001,0,0,0,0,0
1089435916,0,0,0,0,0,0,0,0,0,0
1089685571,0,0,60001,0,0,0,0,0,0,0
1089686246,0,0,0,0,0,0,0,0,0,0
10901393,0,60001,0,0,0,0,0,60001,0,0
1090755834,0,0,0,0,0,0,0,0,0,0
1091829226,0,0,0,0,0,0,0,0,0,0
1092333463,0,60001,0,0,0,0,0,60001,0,0
1092709083,0,0,60001,0,0,0,0,0,0,0
1092728543,0,0,60001,0,0,0,0,0,0,0
1092950441,0,0,0,0,0,0,0,0,0,0
1093181664,0,0,0,0,0,0,0,0,0,0
1094000638,0,0,0,0,0,0,0,0,0,0
1094157333,0,0,0,0,0,0,0,0,0,0
1096450417,0,0,60001,0,0,0,0,0,0,0
1096543877,0,0,60001,0,0,0,0,0,60001,0
1096991212,0,0,0,0,60001,0,0,0,0,0
1098000689,0,0,0,0,0,0,0,0,0,0
1098074077,0,0,0,0,0,0,0,0,0,0
1098531429,0,0,0,0,0,0,0,0,0,0
1098612833,0,0,0,0,60001,0,0,0,0,0
1098698634,0,0,0,0,0,0,0,0,0,0
1098922326,0,0,0,0,0,0,0,0,0,0
1099545410,0,0,0,0,0,0,0,0,0,0
1099864364,0,0,0,0,0,0,0,0,0,0
1100632800,0,0,0,0,0,0,0,0,0,0
1100965951,0,60001,0,0,0,0,0,0,0,0
1100991799,0,0,0,0,0,0,0,0,0,0
1101821065,0,0,0,0,0,0,0,0,0,0
1102017109,0,0,0,0,0,0,0,0,0,0
1102879167,0,0,0,0,60001,0,0,0,0,0
1103243029,0,60001,0,0,0,0,0,60001,0,0
1103672024,0,60001,0,0,0,0,0,60001,0,0
1104061012,0,60001,0,0,0,0,0,0,0,0
1104202675,0,0,60001,0,0,0,0,0,60001,0
1104705292,0,0,0,0,0,0,0,0,0,0
1105095930,0,0,0,0,0,0,0,0,0,0
1105888187,0,60001,0,0,0,0,0,60001,0,0
1105923226,0,0,0,0,0,0,0,0,0,0
1106309851,0,0,0,0,0,0,0,0,0,0
1106409037,0,0,0,0,0,0,0,0,0,0
1107722316,0,0,0,0,60001,0,0,0,0,0
1107780094,0,0,60001,0,0,0,0,0,60001,0
110797815,0,0,0,0,0,0,0,0,0,0
1108848326,0,0,0,0,0,0,0,0,0,0
110912013,0,60001,0,0,0,0,0,60001,0,0
1109392959,0,0,0,0,0,0,0,0,0,0
1109804924,0,0,0,0,0,0,0,0,0,0
1110429957,0,0,0,0,60001,0,0,0,0,0
1110563085,0,0,0,0,0,0,0,0,0,0
1111204031,0,0,60001,0,0,0,0,0,60001,0
1111649370,0,60001,0,0,60001,0,0,0,0,0
1111781387,0,0,0,0,0,0,0,0,0,0
1111981902,0,0,60001,0,0,0,0,0,0,0
1112166288,0,0,0,0,0,0,0,0,0,0
1112652101,0,0,0,0,0,0,0,0,0,0
1112729101,0,60001,0,0,0,0,0,0,0,0
1112777130,0,0,0,0,0,0,0,0,0,0
1113243853,0,0,0,0,0,0,0,0,0,0
1113441311,0,0,0,0,0,0,0,0,0,0
1113992376,0,0,0,0,0,0,0,0,0,0
1114275678,0,60001,0,0,60001,0,0,0,0,0
1115036717,0,0,0,0,0,0,0,0,0,0
1115044441,0,0,60001,0,0,0,0,0,0,0
1115085900,0,0,0,0,0,0,0,0,0,0
1116352983,0,0,0,0,0,0,0,0,0,0
111665787,0,60001,60001,0,0,0,0,0,0,0
1117294384,0,60001,0,0,0,0,0,0,0,0
1117793086,0,0,60001,0,0,0,0,0,60001,0
1117905846,0,0,0,0,0,0,0,0,0,0
111928340,0,0,60001,0,0,0,0,0,0,0
1120445474,0,0,0,0,0,0,0,0,0,0
1120674393,0,0,0,0,0,0,0,0,0,0
1120931614,0,0,0,0,0,0,0,0,0,0
1120996406,0,60001,0,0,0,0,0,60001,0,0
1121018916,0,0,60001,0,0,0,0,0,0,0
1121140466,0,0,0,0,0,0,0,0,0,0
112124903,0,60001,0,0,0,0,0,0,0,0
1121542036,0,0,0,0,60001,0,0,0,0,0
1121697834,0,0,60001,0,0,0,0,0,60001,0
1122508880,0,0,0,0,60001,0,0,0,0,0
1123001951,0,60001,0,0,0,0,0,60001,0,0
1123066550,0,0,60001,0,0,0,0,0,0,0
112321400,0,0,0,0,0,0,0,0,0,0
112348433,0,0,0,0,60001,0,0,0,0,0
112375098,0,0,0,0,60001,0,0,0,0,0
1124119171,0,0,0,0,0,0,0,0,0,0
1124990118,0,0,60001,0,0,0,0,0,0,0
1125424344,0,60001,0,0,0,0,0,60001,0,0
1125482656,0,60001,0,0,0,0,0,0,0,0
1126911948,0,60001,0,0,0,0,0,60001,0,0
1126999790,0,0,0,0,0,0,0,0,0,0
1127884712,0,0,0,0,0,0,0,0,0,0
1128186391,0,0,0,0,0,0,0,0,0,0
1129429071,0,0,60001,0,0,0,0,0,0,0
1129909391,0,0,60001,0,60001,0,0,0,0,0
1129938643,0,60001,0,0,0,0,0,0,0,0
1131527270,60001,0,0,0,60001,0,0,0,0,0
1132116234,0,0,0,0,0,0,0,0,0,0
1132218304,0,0,0,0,60001,0,0,0,0,0
1132419329,0,0,0,0,60001,0,0,0,0,0
1133090317,0,0,0,0,0,0,0,0,0,0
1133130522,0,0,0,0,0,0,0,0,0,0
1133499260,0,0,0,0,0,0,0,0,0,0
1133663547,0,60001,0,0,0,0,0,60001,0,0
113427359,0,0,0,0,0,0,0,0,0,0
1134675027,0,60001,0,0,0,0,0,60001,0,0
1135450244,0,60001,0,0,0,0,0,60001,0,0
1135623500,0,0,0,0,0,0,0,0,0,0
1135859577,0,0,0,0,60001,0,0,0,0,0
1136037770,0,0,0,0,60001,0,0,0,0,0
1136356907,0,0,0,0,0,0,0,0,0,0
1136523713,0,60001,0,0,0,0,0,60001,0,0
1136682157,0,0,0,0,60001,0,0,0,0,0
1137143171,0,0,60001,0,0,0,0,0,0,0
1137459605,0,0,0,0,0,0,0,0,0,0
1138124607,0,0,0,0,0,0,0,0,0,0
1138688286,0,0,0,0,0,0,0,0,0,0
1139102111,0,0,0,0,0,0,0,0,0,0
11392010,0,0,0,0,0,0,0,0,0,0
1139489647,0,60001,0,0,0,0,0,60001,0,0
1139540990,0,60001,0,0,0,0,0,60001,0,0
1139605058,0,0,60001,0,0,0,0,0,0,0
1139907613,0,0,0,0,0,0,0,0,0,0
1139939622,0,0,0,0,60001,0,0,0,0,0
1140405837,0,0,0,0,0,0,0,0,0,0
1140561040,0,60001,0,0,0,0,0,0,0,0
1140760418,0,60001,60001,0,0,0,60001,0,0,0
1141054211,0,60001,0,0,0,0,0,60001,0,0
1141152432,0,60001,0,0,0,0,0,0,0,0
1141177767,0,0,0,0,0,0,0,0,0,0
1141586751,0,0,0,0,0,0,0,0,0,0
1141989284,0,0,0,0,0,0,0,0,0,0
1142113285,0,0,0,0,0,0,0,0,0,0
1142115505,0,0,0,0,0,0,0,0,0,0
1142235055,0,0,0,0,0,0,0,0,0,0
1142739992,0,0,0,0,0,0,0,0,0,0
1142959485,0,0,60001,0,0,0,0,0,0,0
1142973144,0,0,0,0,0,0,0,0,0,0
1143009226,0,0,0,0,60001,0,0,0,0,0
1143931457,0,0,0,0,60001,0,0,0,0,0
1143985791,0,0,0,0,0,0,0,0,0,0
1144399369,0,60001,0,0,0,0,0,60001,0,0
1144508876,0,0,0,0,0,0,0,0,0,0
114473006,0,60001,0,0,0,0,0,0,0,0
1145497571,0,60001,0,0,0,0,0,60001,0,0
1145919143,0,0,0,0,0,0,0,0,0,0
1146220591,0,0,0,0,0,0,0,0,0,0
1146471189,0,0,0,0,0,0,0,0,0,0
1146840738,0,0,0,0,0,0,0,0,0,0
1147795366,0,0,60001,0,0,0,0,0,0,0
1148016357,0,60001,60001,0,0,0,0,0,0,0
1148831112,0,0,0,0,0,0,0,0,0,0
1149417056,0,0,0,0,0,0,0,0,0,0
1149561649,0,0,60001,0,0,0,0,0,0,0
1150039132,0,0,0,0,0,0,0,0,0,0
1150756360,0,0,0,0,0,0,0,0,0,0
1150860263,0,0,0,0,60001,0,0,0,0,0
1151202699,0,0,0,0,0,0,0,0,0,0
115172114,0,0,0,0,0,0,0,0,0,0
1151918483,0,0,0,0,0,0,0,0,0,0
115231914,0,0,0,0,0,0,0,0,0,0
115235190,0,60001,0,0,0,0,0,60001,0,0
1153017772,0,0,0,0,0,0,0,0,0,0
1153303479,0,60001,0,0,0,0,0,60001,0,0
1153507500,0,0,0,0,0,0,0,0,0,0
1154700918,0,60001,0,0,0,0,0,0,0,0
1154986023,0,0,0,0,0,0,0,0,0,0
1155073153,0,0,0,0,0,0,0,0,0,0
1155734430,0,0,0,0,0,0,0,0,0,0
1156048155,0,0,0,0,0,0,0,0,0,0
1156586754,0,0,0,0,0,0,0,0,0,0
1156712721,0,0,0,0,0,0,0,0,0,0
1156888333,0,0,60001,0,0,0,0,0,0,0
1156895420,0,0,60001,0,0,0,0,0,0,0
1158288485,0,0,0,0,0,0,0,0,0,0
1158351226,0,0,0,0,0,0,0,0,0,0
1158353351,0,0,0,0,0,0,0,0,0,0
1158364571,0,0,60001,0,0,0,0,0,0,0
1158945000,0,0,0,0,0,0,0,0,0,0
1160064144,0,0,0,0,0,0,0,0,0,0
1160333827,0,0,0,0,0,0,0,0,0,0
116173096,0,0,0,0,0,0,0,0,0,0
1162036523,0,0,0,0,0,0,0,0,0,0
1162128945,60001,0,0,0,60001,0,0,0,0,0
1162241076,0,0,0,0,0,0,0,0,0,0
1162441568,0,0,0,0,0,0,0,0,0,0
1162569015,0,0,0,0,0,0,0,0,0,0
1162680622,0,0,0,0,0,0,0,0,0,0
1162956646,0,60001,0,0,0,0,0,60001,0,0
1163316433,0,60001,0,0,0,0,0,60001,0,0
1163754152,0,0,0,0,0,0,0,0,0,0
1163975632,0,0,0,0,0,0,0,0,0,0
1164158990,0,0,60001,0,0,0,0,0,0,0
1164949475,0,60001,0,0,0,0,60001,0,0,0
116548092,0,0,0,0,0,0,0,0,0,0
1167730371,0,0,0,0,60001,0,0,0,0,0
1167824881,0,0,0,0,0,0,0,0,0,0
1168740391,0,60001,0,0,0,0,0,0,0,0
1169355212,0,0,60001,0,0,0,0,0,60001,0
1169725037,0,0,0,0,0,0,0,0,0,0
1170778257,0,0,0,0,0,0,0,0,0,0
117092563,0,0,0,0,0,0,0,0,0,0
1171002359,0,0,0,0,60001,0,0,0,0,0
1171309166,0,0,60001,0,0,0,0,0,0,0
1171535008,0,0,0,0,0,0,0,0,0,0
1171708569,0,60001,0,0,0,0,0,0,0,0
1171869234,0,0,0,0,0,0,0,0,0,0
1172960446,0,0,0,0,0,0,0,0,0,0
1173524986,0,0,0,0,0,0,0,0,0,0
117353587,0,0,0,0,0,0,0,0,0,0
1174005524,0,0,0,0,0,0,0,0,0,0
1174567207,0,0,0,0,0,0,0,0,0,0
1175013181,0,0,0,0,0,0,0,0,0,0
1175285966,0,0,0,0,0,0,0,0,0,0
1175666078,0,0,0,0,0,0,0,0,0,0
1176309909,0,0,0,0,0,0,0,0,0,0
1176796937,0,0,0,0,0,0,0,0,0,0
1177828269,0,0,0,0,0,0,0,0,0,0
1177898008,0,0,0,0,0,0,0,0,0,0
117864846,0,0,0,0,0,0,0,0,0,0
1179059409,0,60001,0,0,0,0,0,60001,0,0
1179136480,0,0,0,0,0,0,0,0,0,0
1179922830,0,0,0,0,0,0,0,0,0,0
11804308,0,0,0,0,0,0,0,0,0,0
1182480093,0,0,0,0,0,0,0,0,0,0
1182581931,0,60001,0,0,0,0,0,0,0,0
1182918404,0,60001,0,0,0,0,0,0,0,0
1183368100,0,0,0,0,0,0,0,0,0,0
118375419,0,60001,0,0,0,0,0,60001,0,0
1184189143,0,60001,0,0,0,0,0,0,0,0
118578176,0,0,0,0,0,0,0,0,0,0
1185987238,0,0,0,0,0,0,0,0,0,0
1186704180,0,0,0,0,60001,0,0,0,0,0
118766330,0,0,0,0,60001,0,0,0,0,0
1188169213,0,0,0,0,0,0,0,0,0,0
1188262821,0,0,0,0,60001,0,0,0,0,0
1188464475,0,60001,0,0,0,0,0,60001,0,0
1188475928,0,60001,0,0,0,0,0,60001,0,0
1188860608,0,0,0,0,0,0,0,0,0,0
1189625937,0,0,0,0,0,0,0,0,0,0
1190293359,0,0,0,0,0,0,0,0,0,0
1191004876,0,60001,0,0,0,0,0,0,0,0
1191350506,0,0,0,0,0,0,0,0,0,0
1191484058,0,0,0,0,0,0,0,0,0,0
1191644191,0,0,0,0,0,0,0,0,0,0
119176309,0,0,0,0,0,0,0,0,0,0
1192163654,0,0,0,0,0,0,0,0,0,0
119226806,0,60001,0,0,0,0,0,0,0,0
1192274646,0,60001,0,0,60001,0,0,0,0,0
1192354436,0,0,0,0,0,0,0,0,0,0
119249800,0,0,0,0,60001,0,0,0,0,0
1192605002,0,0,0,0,0,0,0,0,0,0
1193276340,0,0,0,0,60001,0,0,0,0,0
1193696136,0,0,0,0,0,0,0,0,0,0
119375610,0,60001,0,0,0,0,0,60001,0,0
1193816078,0,0,0,0,0,0,0,0,0,0
1193838198,0,0,0,0,0,0,0,0,0,60001
1194551803,0,0,0,0,0,0,0,0,0,0
1194762613,0,0,0,0,0,0,0,0,0,0
1194799275,0,0,0,0,0,0,0,0,0,0
1194802638,0,0,0,0,0,0,0,0,0,0
1194833182,0,0,60001,0,0,0,0,0,0,0
1196312634,0,0,0,0,0,0,0,0,0,0
1197116188,0,0,0,0,0,0,0,0,0,0
119735052,0,0,0,0,0,0,0,0,0,0
119828684,0,60001,0,0,0,0,0,0,0,0
1199580311,0,0,0,0,0,0,0,0,0,0
1200187647,0,0,0,0,60001,0,0,0,0,0
1200555803,0,0,0,0,0,0,0,0,0,0
1200721383,0,0,0,0,0,0,0,0,0,0
120078459,0,0,60001,0,0,0,0,0,60001,0
1201950963,0,60001,0,0,0,0,0,60001,0,0
1202272000,0,0,0,0,60001,0,0,0,0,0
1202935850,0,0,0,0,0,0,0,0,0,0
1203041521,0,0,0,0,0,0,0,0,0,0
1203860975,0,0,0,0,0,0,0,0,0,0
1204506668,0,0,0,0,60001,0,0,0,0,0
1204676321,0,0,0,0,0,0,0,0,0,0
1204682805,0,60001,0,0,0,0,0,0,0,0
1204691003,0,0,0,0,0,0,0,0,0,0
1205512045,0,0,0,0,60001,0,0,0,0,0
12058946,0,0,0,0,0,0,0,0,0,0
1206090150,0,0,0,0,0,0,0,0,0,0
1206337783,0,0,0,0,0,0,0,0,0,0
1206664260,0,0,0,0,0,0,0,0,0,0
1207105314,0,0,0,0,0,0,0,0,0,0
1207122523,0,0,0,0,60001,0,0,0,0,0
1207250122,0,60001,0,0,0,0,0,60001,0,0
1207479220,0,0,0,0,0,0,0,0,0,0
1207757591,0,0,0,0,0,0,0,0,0,0
1207889265,0,0,0,0,0,0,0,0,0,0
1208305522,0,0,60001,0,0,0,0,0,0,0
1209060315,0,60001,0,0,0,0,0,0,0,0
1209629994,0,0,0,0,0,0,0,0,0,0
1211398909,0,0,0,0,0,0,0,0,0,0
1211468948,0,0,60001,0,0,0,0,0,0,0
1212346942,0,0,0,0,0,0,0,0,0,0
1212561114,0,60001,60001,0,0,0,0,60001,0,0
1213372869,0,0,0,0,0,0,0,0,0,0
1214300017,0,0,60001,0,0,0,0,0,60001,0
1217169700,0,0,0,0,0,0,0,0,0,0
1217315221,0,0,0,0,0,0,0,0,0,0
1217802563,0,0,0,0,0,0,0,0,0,0
1218086210,0,60001,0,0,0,0,0,0,0,0
1218513300,0,0,0,0,0,0,0,0,0,0
1218932007,0,60001,0,0,0,0,0,60001,0,0
1219465798,0,0,0,0,0,0,0,0,0,0
121962462,0,0,0,0,0,0,0,0,0,0
1219716331,0,0,0,0,0,0,0,0,0,0
1220739030,0,60001,0,0,0,0,0,60001,0,0
1221021840,0,0,0,0,0,0,0,0,0,0
1221036432,0,0,0,0,0,0,0,0,0,0
1222398379,0,0,0,0,60001,0,0,0,0,0
1222915307,0,0,0,0,0,0,0,0,0,0
122310777,60001,0,60001,0,60001,0,0,0,0,0
122316130,0,60001,0,0,0,0,0,0,0,0
1223921706,0,0,0,0,0,0,0,0,0,0
1225045427,0,0,0,0,0,0,0,0,0,0
1225680864,0,0,60001,0,60001,0,0,0,0,0
1225949488,0,0,0,0,0,0,0,0,0,0
1226022734,0,0,0,0,0,0,0,0,0,0
1226880809,0,0,0,0,0,0,0,0,0,0
1227006408,0,0,0,0,0,0,0,0,0,0
1228887863,0,0,0,0,0,0,0,0,0,0
123014977,0,0,0,0,0,0,0,0,0,0
